Season,Datetime,Div,Country,League,Referee,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,PSH,PSD,PSA,B365H,B365D,B365A,LBH,LBD,LBA,BWH,BWD,BWA
2002/2003,2003-05-18 00:00:00,SP1,Spain,La Liga Primera Division,,Real Madrid,Malaga,5,1,H,3,0,H,,,,1.29,4.5,8.0,1.33,4.0,8.0,,,
2002/2003,2003-05-18 00:00:00,SP1,Spain,La Liga Primera Division,,Sevilla,Vallecano,3,3,D,1,0,H,,,,1.62,3.25,5.0,1.62,3.25,5.0,,,
2002/2003,2003-05-18 00:00:00,SP1,Spain,La Liga Primera Division,,Sociedad,Recreativo,1,0,H,1,0,H,,,,1.36,3.75,8.0,1.33,4.0,8.0,,,
2002/2003,2003-05-18 00:00:00,SP1,Spain,La Liga Primera Division,,Villarreal,Celta,5,0,H,0,0,D,,,,2.5,3.1,2.5,2.5,2.88,2.63,,,
2002/2003,2003-05-17 00:00:00,D1,Germany,Bundesliga 1,,Bochum,Hamburg,1,1,D,1,0,H,,,,2.63,3.2,2.3,2.63,3.4,2.25,,,
2002/2003,2003-05-17 00:00:00,D1,Germany,Bundesliga 1,,Bayern Munich,Stuttgart,2,1,H,0,0,D,,,,1.8,3.5,3.5,1.73,3.4,4.0,,,
2002/2003,2003-05-17 00:00:00,D1,Germany,Bundesliga 1,,Wolfsburg,Hertha,2,0,H,1,0,H,,,,2.4,3.25,2.5,2.5,3.25,2.4,,,
2002/2003,2003-05-17 00:00:00,D1,Germany,Bundesliga 1,,Werder Bremen,Schalke 04,2,1,H,1,1,D,,,,1.83,3.2,3.75,1.83,3.2,3.75,,,
2002/2003,2003-05-17 00:00:00,D1,Germany,Bundesliga 1,,Leverkusen,Munich 1860,3,0,H,2,0,H,,,,1.57,3.5,5.0,1.57,3.5,5.0,,,
2002/2003,2003-05-17 00:00:00,I1,Italy,Serie A,,Reggina,Juventus,2,1,H,1,1,D,,,,1.73,3.4,4.0,1.8,3.4,3.6,,,
2002/2003,2003-05-17 00:00:00,SP1,Spain,La Liga Primera Division,,La Coruna,Valencia,1,2,A,0,1,A,,,,1.73,3.2,4.33,1.67,3.25,4.5,,,
2002/2003,2003-05-17 00:00:00,SP1,Spain,La Liga Primera Division,,Santander,Ath Madrid,0,2,A,0,0,D,,,,1.91,3.2,3.5,1.83,3.0,4.0,,,
2002/2003,2003-05-17 00:00:00,I1,Italy,Serie A,,Atalanta,Como,2,1,H,0,1,A,,,,1.17,5.5,11.0,1.25,4.5,10.0,,,
2002/2003,2003-05-17 00:00:00,I1,Italy,Serie A,,Chievo,Roma,0,0,D,0,0,D,,,,2.0,3.2,3.2,1.73,3.2,4.33,,,
2002/2003,2003-05-17 00:00:00,I1,Italy,Serie A,,Lazio,Brescia,3,1,H,2,1,H,,,,1.2,5.0,11.0,1.25,4.5,10.0,,,
2002/2003,2003-05-17 00:00:00,I1,Italy,Serie A,,Milan,Bologna,3,1,H,1,0,H,,,,1.4,3.75,7.0,1.33,3.75,9.0,,,
2002/2003,2003-05-17 00:00:00,I1,Italy,Serie A,,Parma,Piacenza,3,2,H,0,2,A,,,,1.17,5.0,12.0,1.22,5.0,10.0,,,
2002/2003,2003-05-11 00:00:00,E0,England,Premier League,P Durkin,Sunderland,Arsenal,0,4,A,0,2,A,,,,5.0,3.4,1.615,4.0,3.4,1.7269999999999999,,,
2002/2003,2003-05-11 00:00:00,E0,England,Premier League,G Barber,West Brom,Newcastle,2,2,D,0,1,A,,,,4.0,3.5,1.7269999999999999,3.5,3.2,1.909,,,
2002/2003,2003-05-11 00:00:00,E0,England,Premier League,M Riley,Everton,Man United,1,2,A,1,1,D,,,,2.5,3.4,2.375,2.375,3.5,2.375,,,
2002/2003,2003-05-11 00:00:00,E0,England,Premier League,M Halsey,Leeds,Aston Villa,3,1,H,1,1,D,,,,1.8330000000000002,3.25,3.75,1.8,3.25,3.75,,,
2002/2003,2003-05-11 00:00:00,E0,England,Premier League,M Dean,Man City,Southampton,0,1,A,0,1,A,,,,1.615,3.4,5.0,1.615,3.5,4.5,,,
2002/2003,2003-05-11 00:00:00,E0,England,Premier League,G Poll,Birmingham,West Ham,2,2,D,0,0,D,,,,3.25,3.5,1.909,3.2,3.5,1.909,,,
2002/2003,2003-05-11 00:00:00,E0,England,Premier League,A D'Urso,Tottenham,Blackburn,0,4,A,0,2,A,,,,2.5,3.5,2.3,3.0,3.2,2.1,,,
2002/2003,2003-05-11 00:00:00,D1,Germany,Bundesliga 1,,Schalke 04,Hannover,0,2,A,0,0,D,,,,1.6669999999999998,3.4,4.333,1.6669999999999998,3.4,4.333,,,
2002/2003,2003-05-11 00:00:00,D1,Germany,Bundesliga 1,,Bielefeld,Bochum,1,3,A,1,1,D,,,,2.0,3.2,3.2,2.0,3.0,3.4,,,
2002/2003,2003-05-11 00:00:00,E0,England,Premier League,D Gallagher,Charlton,Fulham,0,1,A,0,1,A,,,,2.1,3.25,3.0,2.1,3.2,3.0,,,
2002/2003,2003-05-11 00:00:00,E0,England,Premier League,R Styles,Bolton,Middlesbrough,2,1,H,2,0,H,,,,1.571,3.6,5.0,1.571,3.5,5.0,,,
2002/2003,2003-05-11 00:00:00,SP1,Spain,La Liga Primera Division,,Vallecano,Betis,1,1,D,1,1,D,,,,2.5,3.1,2.5,2.5,3.2,2.5,,,
2002/2003,2003-05-11 00:00:00,SP1,Spain,La Liga Primera Division,,Valencia,Villarreal,1,2,A,0,2,A,,,,1.444,3.6,6.5,1.364,3.75,8.0,,,
2002/2003,2003-05-11 00:00:00,SP1,Spain,La Liga Primera Division,,Sevilla,Barcelona,0,0,D,0,0,D,,,,2.625,3.1,2.375,2.6,3.2,2.375,,,
2002/2003,2003-05-11 00:00:00,SP1,Spain,La Liga Primera Division,,Mallorca,Sociedad,1,3,A,0,2,A,,,,2.375,3.1,2.625,2.375,3.2,2.6,,,
2002/2003,2003-05-11 00:00:00,SP1,Spain,La Liga Primera Division,,Celta,Santander,2,2,D,1,0,H,,,,1.6669999999999998,3.3,4.5,1.571,3.25,5.5,,,
2002/2003,2003-05-10 00:00:00,I1,Italy,Serie A,,Como,Chievo,2,4,A,0,3,A,,,,4.0,3.4,1.7269999999999999,5.0,3.5,1.571,,,
2002/2003,2003-05-10 00:00:00,SP1,Spain,La Liga Primera Division,,Recreativo,Real Madrid,0,0,D,0,0,D,,,,4.5,3.3,1.6669999999999998,4.5,3.25,1.6669999999999998,,,
2002/2003,2003-05-10 00:00:00,I1,Italy,Serie A,,Roma,Torino,3,1,H,1,0,H,,,,1.2,5.0,11.0,1.25,4.5,10.0,,,
2002/2003,2003-05-10 00:00:00,I1,Italy,Serie A,,Juventus,Perugia,2,2,D,1,1,D,,,,1.2,5.0,11.0,1.3330000000000002,3.75,9.0,,,
2002/2003,2003-05-10 00:00:00,I1,Italy,Serie A,,Piacenza,Reggina,2,2,D,0,0,D,,,,2.0,3.2,3.2,1.8330000000000002,3.4,3.5,,,
2002/2003,2003-05-10 00:00:00,D1,Germany,Bundesliga 1,,Wolfsburg,Kaiserslautern,2,2,D,1,1,D,,,,2.0,3.2,3.2,2.1,3.4,2.875,,,
2002/2003,2003-05-10 00:00:00,D1,Germany,Bundesliga 1,,Stuttgart,Werder Bremen,0,1,A,0,0,D,,,,1.7269999999999999,3.4,4.0,1.8,3.25,3.75,,,
2002/2003,2003-05-10 00:00:00,D1,Germany,Bundesliga 1,,Munich 1860,Cottbus,3,0,H,2,0,H,,,,1.5330000000000001,3.4,5.5,1.444,3.75,6.0,,,
2002/2003,2003-05-10 00:00:00,D1,Germany,Bundesliga 1,,M'gladbach,Hansa Rostock,3,0,H,1,0,H,,,,1.909,3.1,3.6,1.909,3.2,3.5,,,
2002/2003,2003-05-10 00:00:00,D1,Germany,Bundesliga 1,,Hertha,Bayern Munich,3,6,A,1,5,A,,,,2.1,3.4,2.8,2.1,3.4,2.875,,,
2002/2003,2003-05-10 00:00:00,D1,Germany,Bundesliga 1,,Hamburg,Leverkusen,4,1,H,1,0,H,,,,1.8,3.5,3.5,1.909,3.2,3.5,,,
2002/2003,2003-05-10 00:00:00,D1,Germany,Bundesliga 1,,Dortmund,Nurnberg,4,1,H,1,0,H,,,,1.3330000000000002,4.0,8.0,1.286,4.5,8.0,,,
2002/2003,2003-05-10 00:00:00,SP1,Spain,La Liga Primera Division,,Espanol,Osasuna,0,0,D,0,0,D,,,,1.7269999999999999,3.2,4.333,1.7269999999999999,3.2,4.333,,,
2002/2003,2003-05-10 00:00:00,SP1,Spain,La Liga Primera Division,,Ath Madrid,Alaves,0,1,A,0,0,D,,,,1.7269999999999999,3.2,4.333,1.6669999999999998,3.25,4.5,,,
2002/2003,2003-05-10 00:00:00,SP1,Spain,La Liga Primera Division,,Ath Bilbao,Valladolid,0,0,D,0,0,D,,,,1.7269999999999999,3.2,4.333,1.6669999999999998,3.25,4.5,,,
2002/2003,2003-05-07 00:00:00,E0,England,Premier League,U Rennie,Arsenal,Southampton,6,1,H,5,1,H,,,,1.444,3.75,6.5,1.444,3.75,6.0,,,
2002/2003,2003-05-04 00:00:00,SP1,Spain,La Liga Primera Division,,La Coruna,Recreativo,5,0,H,4,0,H,,,,1.364,3.75,8.0,1.364,3.75,8.0,,,
2002/2003,2003-05-04 00:00:00,E1,England,Championship,E Wolstenholme,Millwall,Coventry,2,0,H,0,0,D,,,,1.615,3.6,4.5,1.5,3.4,6.0,,,
2002/2003,2003-05-04 00:00:00,E0,England,Premier League,A Wiley,Arsenal,Leeds,2,3,A,1,1,D,,,,1.3,4.5,8.0,1.364,4.0,7.0,,,
2002/2003,2003-05-04 00:00:00,E1,England,Championship,P Taylor,Rotherham,Nott'm Forest,2,2,D,0,0,D,,,,2.375,3.6,2.375,2.375,3.2,2.6,,,
2002/2003,2003-05-04 00:00:00,E1,England,Championship,D Crick,Norwich,Preston,2,0,H,0,0,D,,,,1.909,3.5,3.25,1.8,3.25,3.75,,,
2002/2003,2003-05-04 00:00:00,SP1,Spain,La Liga Primera Division,,Barcelona,Vallecano,3,0,H,0,0,D,,,,1.3330000000000002,4.0,8.0,1.3,4.333,8.0,,,
2002/2003,2003-05-04 00:00:00,E1,England,Championship,A Leake,Sheffield Weds,Walsall,2,1,H,0,0,D,,,,2.2,3.25,2.8,1.909,3.2,3.5,,,
2002/2003,2003-05-04 00:00:00,E1,England,Championship,A Hall,Watford,Sheffield United,2,0,H,0,0,D,,,,2.375,3.6,2.375,2.5,3.25,2.4,,,
2002/2003,2003-05-04 00:00:00,E1,England,Championship,P Armstrong,Wimbledon,Burnley,2,1,H,0,1,A,,,,1.6669999999999998,3.5,4.333,1.571,3.5,5.0,,,
2002/2003,2003-05-04 00:00:00,E1,England,Championship,G Laws,Wolves,Leicester,1,1,D,0,0,D,,,,2.25,3.4,2.625,2.2,3.25,2.75,,,
2002/2003,2003-05-04 00:00:00,SP1,Spain,La Liga Primera Division,,Valladolid,Ath Madrid,3,1,H,1,0,H,,,,2.2,3.2,2.8,2.2,3.2,2.8,,,
2002/2003,2003-05-04 00:00:00,SP1,Spain,La Liga Primera Division,,Alaves,Celta,0,0,D,0,0,D,,,,3.0,3.2,2.1,2.8,3.2,2.2,,,
2002/2003,2003-05-04 00:00:00,E1,England,Championship,C Webster,Stoke,Reading,1,0,H,0,0,D,,,,2.0,3.25,3.25,2.1,3.2,3.0,,,
2002/2003,2003-05-04 00:00:00,E1,England,Championship,P Rejer,Derby,Ipswich,1,4,A,1,3,A,,,,2.375,3.6,2.375,2.625,3.4,2.25,,,
2002/2003,2003-05-04 00:00:00,D1,Germany,Bundesliga 1,,Leverkusen,Bielefeld,3,1,H,1,1,D,,,,1.6669999999999998,3.3,4.5,1.6669999999999998,3.4,4.333,,,
2002/2003,2003-05-04 00:00:00,E1,England,Championship,S Baines,Bradford,Portsmouth,0,5,A,0,1,A,,,,2.75,3.6,2.1,2.6,3.2,2.375,,,
2002/2003,2003-05-04 00:00:00,SP1,Spain,La Liga Primera Division,,Betis,Espanol,1,1,D,1,0,H,,,,1.8330000000000002,3.2,3.75,1.8,3.2,4.0,,,
2002/2003,2003-05-04 00:00:00,D1,Germany,Bundesliga 1,,Hansa Rostock,Schalke 04,3,1,H,0,1,A,,,,2.4,3.25,2.5,2.5,3.25,2.4,,,
2002/2003,2003-05-04 00:00:00,E1,England,Championship,M Jones,Gillingham,Crystal Palace,2,1,H,2,1,H,,,,2.1,3.6,2.75,2.2,3.25,2.75,,,
2002/2003,2003-05-04 00:00:00,E1,England,Championship,C Wilkes,Grimsby,Brighton,2,2,D,1,1,D,,,,3.25,3.5,1.909,3.2,3.5,1.909,,,
2002/2003,2003-05-04 00:00:00,SP1,Spain,La Liga Primera Division,,Santander,Valencia,2,1,H,2,1,H,,,,2.625,3.1,2.375,2.6,3.2,2.375,,,
2002/2003,2003-05-03 00:00:00,I1,Italy,Serie A,,Milan,Como,2,0,H,1,0,H,,,,1.2,5.0,11.0,1.167,5.5,12.0,,,
2002/2003,2003-05-03 00:00:00,I1,Italy,Serie A,,Torino,Udinese,0,1,A,0,0,D,,,,3.75,3.25,1.8,,,,,,
2002/2003,2003-05-03 00:00:00,I1,Italy,Serie A,,Parma,Bologna,1,2,A,0,0,D,,,,1.571,3.25,5.5,1.5,3.25,6.5,,,
2002/2003,2003-05-03 00:00:00,D1,Germany,Bundesliga 1,,Bayern Munich,Kaiserslautern,1,0,H,0,0,D,,,,1.5,3.6,5.5,1.5,3.6,5.5,,,
2002/2003,2003-05-03 00:00:00,E0,England,Premier League,S Dunn,Aston Villa,Sunderland,1,0,H,0,0,D,,,,1.4,3.75,7.5,1.286,4.5,8.0,,,
2002/2003,2003-05-03 00:00:00,D1,Germany,Bundesliga 1,,Bochum,M'gladbach,1,1,D,1,1,D,,,,1.909,3.1,3.6,2.0,3.0,3.4,,,
2002/2003,2003-05-03 00:00:00,I1,Italy,Serie A,,Chievo,Piacenza,3,1,H,0,0,D,,,,1.615,3.5,4.5,1.6669999999999998,3.25,4.5,,,
2002/2003,2003-05-03 00:00:00,D1,Germany,Bundesliga 1,,Cottbus,Hamburg,0,0,D,0,0,D,,,,3.2,3.2,2.0,3.25,3.4,1.909,,,
2002/2003,2003-05-03 00:00:00,D1,Germany,Bundesliga 1,,Dortmund,Wolfsburg,2,2,D,1,0,H,,,,1.444,3.75,6.0,1.4,3.75,7.0,,,
2002/2003,2003-05-03 00:00:00,D1,Germany,Bundesliga 1,,Nurnberg,Munich 1860,1,2,A,1,0,H,,,,2.1,3.4,2.8,2.1,3.4,2.875,,,
2002/2003,2003-05-03 00:00:00,D1,Germany,Bundesliga 1,,Hannover,Stuttgart,1,2,A,0,2,A,,,,2.5,3.25,2.4,2.4,3.25,2.5,,,
2002/2003,2003-05-03 00:00:00,E0,England,Premier League,R Styles,Blackburn,West Brom,1,1,D,1,0,H,,,,1.286,4.5,9.0,1.25,4.5,10.0,,,
2002/2003,2003-05-03 00:00:00,E0,England,Premier League,D Elleray,Newcastle,Birmingham,1,0,H,1,0,H,,,,1.4,3.75,7.5,1.3330000000000002,4.333,7.0,,,
2002/2003,2003-05-03 00:00:00,SC0,Scotland,Premier League,C Richmond,Hibernian,Aberdeen,3,1,H,1,0,H,,,,2.0,3.25,3.25,2.2,3.25,2.75,,,
2002/2003,2003-05-03 00:00:00,SC0,Scotland,Premier League,D Somers,Livingston,Partick,3,1,H,2,1,H,,,,2.0,3.25,3.25,2.1,3.2,3.0,,,
2002/2003,2003-05-03 00:00:00,SC0,Scotland,Premier League,D McDonald,Kilmarnock,Hearts,1,0,H,1,0,H,,,,2.4,3.2,2.6,2.25,3.2,2.75,,,
2002/2003,2003-05-03 00:00:00,SP1,Spain,La Liga Primera Division,,Real Madrid,Mallorca,1,5,A,1,0,H,,,,1.286,4.5,8.0,1.286,4.333,9.0,,,
2002/2003,2003-05-03 00:00:00,SP1,Spain,La Liga Primera Division,,Sociedad,Sevilla,1,0,H,1,0,H,,,,1.571,3.5,5.0,1.571,3.25,5.5,,,
2002/2003,2003-05-03 00:00:00,D1,Germany,Bundesliga 1,,Werder Bremen,Hertha,4,2,H,3,1,H,,,,2.3,3.2,2.625,2.375,3.2,2.6,,,
2002/2003,2003-05-03 00:00:00,E0,England,Premier League,A D'Urso,West Ham,Chelsea,1,0,H,0,0,D,,,,2.5,3.4,2.375,2.625,3.5,2.2,,,
2002/2003,2003-05-03 00:00:00,E0,England,Premier League,P Dowd,Southampton,Bolton,0,0,D,0,0,D,,,,2.375,3.6,2.375,2.625,3.4,2.25,,,
2002/2003,2003-05-03 00:00:00,E0,England,Premier League,U Rennie,Middlesbrough,Tottenham,5,1,H,3,0,H,,,,2.1,3.25,3.0,1.909,3.25,3.4,,,
2002/2003,2003-05-03 00:00:00,E0,England,Premier League,M Halsey,Man United,Charlton,4,1,H,3,1,H,,,,1.143,6.5,12.0,1.167,5.5,12.0,,,
2002/2003,2003-05-03 00:00:00,E0,England,Premier League,N Barry,Liverpool,Man City,1,2,A,0,0,D,,,,1.3330000000000002,4.333,7.5,1.25,4.5,10.0,,,
2002/2003,2003-05-03 00:00:00,E0,England,Premier League,G Barber,Fulham,Everton,2,0,H,2,0,H,,,,2.4,3.2,2.6,2.1,3.4,2.875,,,
2002/2003,2003-05-03 00:00:00,SC0,Scotland,Premier League,A Freeland,Dunfermline,Celtic,1,4,A,0,3,A,,,,10.0,5.5,1.2,11.0,5.0,1.2,,,
2002/2003,2003-04-30 00:00:00,E1,England,Championship,T Bates,Watford,Reading,0,3,A,0,1,A,,,,2.625,3.2,2.375,2.5,3.25,2.4,,,
2002/2003,2003-04-29 00:00:00,E1,England,Championship,P Taylor,Sheffield United,Bradford,3,0,H,0,0,D,,,,1.571,3.6,5.0,1.615,3.5,4.5,,,
2002/2003,2003-04-27 00:00:00,I1,Italy,Serie A,,Reggina,Parma,0,0,D,0,0,D,,,,2.5,3.1,2.5,2.5,2.875,2.625,,,
2002/2003,2003-04-27 00:00:00,D1,Germany,Bundesliga 1,,Kaiserslautern,Werder Bremen,1,0,H,0,0,D,,,,2.1,3.2,3.0,2.0,3.2,3.2,,,
2002/2003,2003-04-27 00:00:00,E1,England,Championship,R Beeby,Portsmouth,Rotherham,3,2,H,2,2,D,,,,1.3330000000000002,4.333,7.5,1.364,4.0,7.0,,,
2002/2003,2003-04-27 00:00:00,I1,Italy,Serie A,,Juventus,Brescia,2,1,H,1,0,H,,,,1.222,5.0,9.0,1.3330000000000002,3.75,9.0,,,
2002/2003,2003-04-27 00:00:00,E0,England,Premier League,R Styles,Man City,West Ham,0,1,A,0,0,D,,,,2.2,3.4,2.75,2.2,3.5,2.625,,,
2002/2003,2003-04-27 00:00:00,SC0,Scotland,Premier League,H Dallas,Rangers,Celtic,1,2,A,0,2,A,,,,2.2,3.25,2.8,2.1,3.4,2.875,,,
2002/2003,2003-04-27 00:00:00,SC0,Scotland,Premier League,S Conroy,Dundee,Kilmarnock,0,1,A,0,0,D,,,,2.3,3.2,2.7,2.2,3.25,2.75,,,
2002/2003,2003-04-27 00:00:00,D1,Germany,Bundesliga 1,,Bielefeld,Cottbus,2,2,D,0,2,A,,,,1.571,3.5,5.0,1.5,3.4,6.0,,,
2002/2003,2003-04-27 00:00:00,SP1,Spain,La Liga Primera Division,,Vallecano,Espanol,0,3,A,0,1,A,,,,2.3,3.2,2.625,2.2,3.2,2.8,,,
2002/2003,2003-04-27 00:00:00,SP1,Spain,La Liga Primera Division,,Valencia,Alaves,3,0,H,1,0,H,,,,1.364,3.75,8.0,1.364,3.75,8.0,,,
2002/2003,2003-04-27 00:00:00,SP1,Spain,La Liga Primera Division,,Sevilla,Real Madrid,1,3,A,1,1,D,,,,3.4,3.25,1.909,3.75,3.2,1.8330000000000002,,,
2002/2003,2003-04-27 00:00:00,SP1,Spain,La Liga Primera Division,,Malaga,Santander,2,2,D,0,0,D,,,,1.7269999999999999,3.2,4.333,1.7269999999999999,3.2,4.333,,,
2002/2003,2003-04-27 00:00:00,SP1,Spain,La Liga Primera Division,,Celta,Valladolid,0,0,D,0,0,D,,,,1.5330000000000001,3.4,5.5,1.444,3.6,6.5,,,
2002/2003,2003-04-27 00:00:00,E1,England,Championship,R Olivier,Leicester,Norwich,1,1,D,1,0,H,,,,1.5,3.75,5.5,1.444,3.75,6.0,,,
2002/2003,2003-04-27 00:00:00,E0,England,Premier League,J Winter,Tottenham,Man United,0,2,A,0,0,D,,,,5.0,3.4,1.615,4.5,3.5,1.615,,,
2002/2003,2003-04-26 00:00:00,E0,England,Premier League,A D'Urso,Bolton,Arsenal,2,2,D,0,0,D,,,,5.0,3.6,1.571,5.0,3.5,1.571,,,
2002/2003,2003-04-26 00:00:00,SC0,Scotland,Premier League,I Brines,Partick,Motherwell,3,0,H,1,0,H,,,,2.1,3.25,3.0,2.2,3.5,2.625,,,
2002/2003,2003-04-26 00:00:00,SC0,Scotland,Premier League,K Clark,Dunfermline,Hearts,0,1,A,0,0,D,,,,2.6,3.2,2.4,2.625,3.4,2.25,,,
2002/2003,2003-04-26 00:00:00,SC0,Scotland,Premier League,M McCurry,Dundee United,Hibernian,1,2,A,1,0,H,,,,2.2,3.25,2.8,2.25,3.2,2.75,,,
2002/2003,2003-04-26 00:00:00,SC0,Scotland,Premier League,J Underhill,Aberdeen,Livingston,1,0,H,1,0,H,,,,1.8330000000000002,3.25,3.75,2.0,3.4,3.0,,,
2002/2003,2003-04-26 00:00:00,E0,England,Premier League,M Dean,Birmingham,Middlesbrough,3,0,H,2,0,H,,,,2.1,3.25,3.0,1.8,3.4,3.6,,,
2002/2003,2003-04-26 00:00:00,E0,England,Premier League,D Elleray,Chelsea,Fulham,1,1,D,1,0,H,,,,1.4,4.0,6.5,1.4,4.333,5.5,,,
2002/2003,2003-04-26 00:00:00,E0,England,Premier League,G Poll,Everton,Aston Villa,2,1,H,0,0,D,,,,1.8,3.25,4.0,1.7269999999999999,3.2,4.333,,,
2002/2003,2003-04-26 00:00:00,E1,England,Championship,C Wilkes,Walsall,Derby,3,2,H,1,0,H,,,,2.25,3.25,2.75,2.2,3.25,2.75,,,
2002/2003,2003-04-26 00:00:00,E0,England,Premier League,D Gallagher,West Brom,Liverpool,0,6,A,0,1,A,,,,5.0,3.6,1.571,6.0,3.75,1.444,,,
2002/2003,2003-04-26 00:00:00,D1,Germany,Bundesliga 1,,Stuttgart,Hansa Rostock,1,1,D,1,0,H,,,,1.5330000000000001,3.4,5.5,1.5,3.4,6.0,,,
2002/2003,2003-04-26 00:00:00,E0,England,Premier League,S Bennett,Sunderland,Newcastle,0,1,A,0,1,A,,,,4.5,3.4,1.6669999999999998,4.333,3.4,1.6669999999999998,,,
2002/2003,2003-04-26 00:00:00,E0,England,Premier League,P Durkin,Leeds,Blackburn,2,3,A,1,1,D,,,,2.0,3.4,3.0,2.1,3.5,2.75,,,
2002/2003,2003-04-26 00:00:00,E0,England,Premier League,A Wiley,Charlton,Southampton,2,1,H,1,0,H,,,,2.2,3.25,2.8,2.2,3.25,2.75,,,
2002/2003,2003-04-26 00:00:00,D1,Germany,Bundesliga 1,,Wolfsburg,Bayern Munich,0,2,A,0,0,D,,,,2.75,3.2,2.25,3.0,3.2,2.1,,,
2002/2003,2003-04-26 00:00:00,E1,England,Championship,J P Robinson,Sheffield United,Wolves,3,3,D,1,2,A,,,,2.2,3.25,2.8,2.1,3.4,2.875,,,
2002/2003,2003-04-26 00:00:00,D1,Germany,Bundesliga 1,,Munich 1860,Dortmund,0,0,D,0,0,D,,,,2.625,3.2,2.3,2.75,3.2,2.25,,,
2002/2003,2003-04-26 00:00:00,E1,England,Championship,M Fletcher,Nott'm Forest,Millwall,3,3,D,2,1,H,,,,1.571,3.6,5.0,1.4,4.0,6.0,,,
2002/2003,2003-04-26 00:00:00,E1,England,Championship,M Warren,Ipswich,Wimbledon,1,5,A,0,1,A,,,,1.5330000000000001,3.75,5.0,1.4,4.0,6.0,,,
2002/2003,2003-04-26 00:00:00,E1,England,Championship,G Hegley,Reading,Grimsby,2,1,H,2,0,H,,,,1.4,3.75,7.5,1.222,5.0,10.0,,,
2002/2003,2003-04-26 00:00:00,SP1,Spain,La Liga Primera Division,,Ath Madrid,Osasuna,0,1,A,0,1,A,,,,1.6669999999999998,3.3,4.5,1.571,3.25,5.5,,,
2002/2003,2003-04-26 00:00:00,E1,England,Championship,T Parkes,Crystal Palace,Stoke,1,0,H,0,0,D,,,,2.25,3.25,2.75,2.25,3.2,2.75,,,
2002/2003,2003-04-26 00:00:00,E1,England,Championship,M Messias,Coventry,Gillingham,0,0,D,0,0,D,,,,2.2,3.25,2.8,2.25,3.4,2.625,,,
2002/2003,2003-04-26 00:00:00,E1,England,Championship,M Clattenburg,Burnley,Sheffield Weds,2,7,A,1,3,A,,,,1.8,3.4,3.75,1.7269999999999999,3.2,4.333,,,
2002/2003,2003-04-26 00:00:00,E1,England,Championship,E Wolstenholme,Brighton,Watford,4,0,H,2,0,H,,,,1.8330000000000002,3.5,3.5,1.909,3.5,3.2,,,
2002/2003,2003-04-26 00:00:00,D1,Germany,Bundesliga 1,,Hamburg,Nurnberg,4,0,H,2,0,H,,,,1.5,3.4,6.0,1.444,3.6,6.5,,,
2002/2003,2003-04-26 00:00:00,D1,Germany,Bundesliga 1,,Hertha,Hannover,2,0,H,2,0,H,,,,1.571,3.5,5.0,1.571,3.5,5.0,,,
2002/2003,2003-04-26 00:00:00,D1,Germany,Bundesliga 1,,M'gladbach,Leverkusen,2,2,D,1,1,D,,,,2.25,3.2,2.75,2.2,3.25,2.75,,,
2002/2003,2003-04-26 00:00:00,E1,England,Championship,P Rejer,Preston,Bradford,1,0,H,1,0,H,,,,1.8,3.4,3.75,1.6669999999999998,3.4,4.333,,,
2002/2003,2003-04-26 00:00:00,D1,Germany,Bundesliga 1,,Schalke 04,Bochum,1,2,A,1,1,D,,,,1.571,3.5,5.0,1.5,3.4,6.0,,,
2002/2003,2003-04-22 00:00:00,E0,England,Premier League,N Barry,Leeds,Fulham,2,0,H,1,0,H,,,,1.6669999999999998,3.4,4.5,1.6669999999999998,3.4,4.333,,,
2002/2003,2003-04-21 00:00:00,E0,England,Premier League,G Barber,Man City,Sunderland,3,0,H,2,0,H,,,,1.571,3.6,5.0,1.444,3.75,6.0,,,
2002/2003,2003-04-21 00:00:00,E0,England,Premier League,P Dowd,West Brom,Tottenham,2,3,A,1,1,D,,,,3.0,3.25,2.1,2.8,3.2,2.2,,,
2002/2003,2003-04-21 00:00:00,E1,England,Championship,B Curson,Rotherham,Ipswich,2,1,H,0,1,A,,,,3.25,3.5,1.909,3.75,3.25,1.8,,,
2002/2003,2003-04-21 00:00:00,E0,England,Premier League,A Wiley,West Ham,Middlesbrough,1,0,H,0,0,D,,,,1.8330000000000002,3.5,3.5,1.909,3.4,3.25,,,
2002/2003,2003-04-21 00:00:00,E0,England,Premier League,J Winter,Newcastle,Aston Villa,1,1,D,1,0,H,,,,1.5,3.4,6.0,1.444,3.6,6.5,,,
2002/2003,2003-04-21 00:00:00,E1,England,Championship,P Rejer,Grimsby,Walsall,0,1,A,0,0,D,,,,2.25,3.4,2.6,2.1,3.5,2.75,,,
2002/2003,2003-04-21 00:00:00,E1,England,Championship,S Tomlin,Gillingham,Bradford,1,0,H,1,0,H,,,,1.909,3.25,3.5,2.2,3.25,2.75,,,
2002/2003,2003-04-21 00:00:00,E1,England,Championship,J P Robinson,Coventry,Stoke,0,1,A,0,0,D,,,,2.25,3.4,2.625,2.25,3.2,2.75,,,
2002/2003,2003-04-21 00:00:00,E1,England,Championship,K Hill,Brighton,Sheffield Weds,1,1,D,0,1,A,,,,2.0,3.5,3.0,1.909,3.4,3.25,,,
