FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME
2011,2455736.5,175,,4.0,Campfire,,,,0.1,A,32.0493,-96.251736,13.0,STATE OR PRIVATE,TX,Navarro,349,Navarro
2011,2455740.5,179,,4.0,Campfire,,,,1.0,B,33.4272345,-97.0557148,13.0,STATE OR PRIVATE,TX,Cooke,097,Cooke
2011,2455744.5,183,,4.0,Campfire,,,,1.0,B,32.090383,-96.07251,13.0,STATE OR PRIVATE,TX,Henderson,213,Henderson
2011,2455744.5,183,,4.0,Campfire,,,,0.1,A,30.781368,-95.913048,13.0,STATE OR PRIVATE,TX,Grimes,185,Grimes
2011,2455744.5,183,,4.0,Campfire,,,,2.0,B,31.594328,-99.096851,13.0,STATE OR PRIVATE,TX,Brown,049,Brown
2011,2455745.5,184,,4.0,Campfire,,,,1.0,B,29.892448,-98.55835,13.0,STATE OR PRIVATE,TX,Kendall,259,Kendall
2011,2455745.5,184,,4.0,Campfire,,,,0.25,A,32.892129,-95.607662,13.0,STATE OR PRIVATE,TX,Wood,499,Wood
2011,2455746.5,185,,4.0,Campfire,,,,4.0,B,33.7999989,-97.4370515,13.0,STATE OR PRIVATE,TX,Cooke,097,Cooke
2011,2455746.5,185,,4.0,Campfire,,,,4.0,B,33.581376,-97.346077,13.0,STATE OR PRIVATE,TX,Cooke,097,Cooke
2011,2455746.5,185,,4.0,Campfire,,,,1.0,B,29.743721,-98.111063,13.0,STATE OR PRIVATE,TX,Comal,091,Comal
2011,2455746.5,185,,4.0,Campfire,,,,1.0,B,30.55966,-98.323936,13.0,STATE OR PRIVATE,TX,Burnet,053,Burnet
2011,2455750.5,189,,4.0,Campfire,,,,0.1,A,33.660042,-95.57893,13.0,STATE OR PRIVATE,TX,Lamar,277,Lamar
2011,2455750.5,189,,4.0,Campfire,,,,1.0,B,31.70173,-95.9396,13.0,STATE OR PRIVATE,TX,Freestone,161,Freestone
2011,2455751.5,190,,4.0,Campfire,,,,10.0,C,28.037062,-97.870073,13.0,STATE OR PRIVATE,TX,Jim Wells,249,Jim Wells
2011,2455751.5,190,,4.0,Campfire,,,,1.0,B,34.023356,-98.368149,13.0,STATE OR PRIVATE,TX,Clay,077,Clay
2011,2455756.5,195,,4.0,Campfire,,,,8.0,B,30.5833353,-98.404022,13.0,STATE OR PRIVATE,TX,Burnet,053,Burnet
2011,2455763.5,202,,4.0,Campfire,,,,1.0,B,29.6948549,-98.1126261,13.0,STATE OR PRIVATE,TX,Comal,091,Comal
2011,2455769.5,208,,4.0,Campfire,,,,1.0,B,35.213755,-101.821258,13.0,STATE OR PRIVATE,TX,Potter,375,Potter
2011,2455772.5,211,,4.0,Campfire,,,,1.0,B,31.624125,-96.264997,13.0,STATE OR PRIVATE,TX,Freestone,161,Freestone
2011,2455774.5,213,,4.0,Campfire,,,,1.0,B,33.641491,-96.620722,13.0,STATE OR PRIVATE,TX,Grayson,181,Grayson
2011,2455791.5,230,,4.0,Campfire,,,,0.01,A,31.895194,-95.226402,13.0,STATE OR PRIVATE,TX,Cherokee,073,Cherokee
2011,2455801.5,240,,4.0,Campfire,,,,1.0,B,30.788269,-96.7168967,13.0,STATE OR PRIVATE,TX,Milam,331,Milam
2011,2455806.5,245,,4.0,Campfire,,,,0.25,A,32.7754169,-94.5087329,13.0,STATE OR PRIVATE,TX,Marion,315,Marion
2011,2455808.5,247,,4.0,Campfire,,,,1.5,B,30.305355,-96.516309,13.0,STATE OR PRIVATE,TX,Washington,477,Washington
2011,2455809.5,248,,4.0,Campfire,,,,1.0,B,33.655924,-96.914606,13.0,STATE OR PRIVATE,TX,Grayson,181,Grayson
2011,2455812.5,251,,4.0,Campfire,,,,1.0,B,31.628245,-95.28511,13.0,STATE OR PRIVATE,TX,Anderson,001,Anderson
2011,2455814.5,253,,4.0,Campfire,,,,1.0,B,33.3384421,-94.4476691,13.0,STATE OR PRIVATE,TX,Bowie,037,Bowie
2011,2455817.5,256,,4.0,Campfire,,,,0.05,A,33.796838,-97.01889,13.0,STATE OR PRIVATE,TX,Cooke,097,Cooke
2011,2455818.5,257,,4.0,Campfire,,,,2.0,B,31.628245,-95.283394,13.0,STATE OR PRIVATE,TX,Cherokee,073,Cherokee
2011,2455820.5,259,,4.0,Campfire,,,,3.0,B,33.8582812,-96.8859517,13.0,STATE OR PRIVATE,TX,Grayson,181,Grayson
2011,2455834.5,273,,4.0,Campfire,,,,10.0,C,31.777358,-97.736692,13.0,STATE OR PRIVATE,TX,Bosque,035,Bosque
2011,2455836.5,275,,4.0,Campfire,,,,0.1,A,33.662245,-95.541838,13.0,STATE OR PRIVATE,TX,Lamar,277,Lamar
2011,2455838.5,277,,4.0,Campfire,,,,1.0,B,31.621879,-96.28477,13.0,STATE OR PRIVATE,TX,Freestone,161,Freestone
2011,2455839.5,278,,4.0,Campfire,,,,1.5,B,33.058169,-95.100403,13.0,STATE OR PRIVATE,TX,Titus,449,Titus
2011,2455841.5,280,,4.0,Campfire,,,,0.01,A,29.886144,-98.218315,13.0,STATE OR PRIVATE,TX,Comal,091,Comal
2011,2455856.5,295,,4.0,Campfire,,,,0.01,A,29.8821925,-98.2630956,13.0,STATE OR PRIVATE,TX,Comal,091,Comal
2011,2455869.5,308,,4.0,Campfire,,,,1.0,B,26.458125,-98.403168,13.0,STATE OR PRIVATE,TX,Hidalgo,215,Hidalgo
2011,2455869.5,308,,4.0,Campfire,,,,1.0,B,29.9740709,-93.9865046,13.0,STATE OR PRIVATE,TX,Jefferson,245,Jefferson
2011,2455870.5,309,,4.0,Campfire,,,,1.0,B,33.653507,-96.595595,13.0,STATE OR PRIVATE,TX,Grayson,181,Grayson
2011,2455870.5,309,,4.0,Campfire,,,,3.0,B,30.57209,-96.702003,13.0,STATE OR PRIVATE,TX,Burleson,051,Burleson
2011,2455871.5,310,,4.0,Campfire,,,,1.0,B,31.613911,-97.245936,13.0,STATE OR PRIVATE,TX,McLennan,309,McLennan
2011,2455884.5,323,,4.0,Campfire,,,,1.0,B,32.9866199,-97.5783109,13.0,STATE OR PRIVATE,TX,Parker,367,Parker
2011,2455884.5,323,,4.0,Campfire,,,,0.5,B,31.362171,-94.672622,13.0,STATE OR PRIVATE,TX,Angelina,005,Angelina
2011,2455884.5,323,,4.0,Campfire,,,,1.0,B,29.174458,-98.408643,13.0,STATE OR PRIVATE,TX,Bexar,029,Bexar
2011,2455905.5,344,,4.0,Campfire,,,,1.0,B,32.3690331,-95.0746445,13.0,STATE OR PRIVATE,TX,Smith,423,Smith
2011,2455913.5,352,,4.0,Campfire,,,,1.0,B,31.544946,-97.157934,13.0,STATE OR PRIVATE,TX,McLennan,309,McLennan
2011,2455923.5,362,,4.0,Campfire,,,,1.0,B,32.5223224,-94.4597407,13.0,STATE OR PRIVATE,TX,Harrison,203,Harrison
2011,2455925.5,364,,4.0,Campfire,,,,1.0,B,30.5544093,-96.3011392,13.0,STATE OR PRIVATE,TX,Brazos,041,Brazos
2011,2455926.5,365,,4.0,Campfire,,,,0.1,A,27.9410545,-97.1455872,13.0,STATE OR PRIVATE,TX,Aransas,007,Aransas
2012,2456070.5,144,0930,4.0,Campfire,2456070.5,144,1045,0.1,A,35.21527778,-100.86194444,5.0,USFS,TX,179,179,Gray
2012,2455953.5,27,1430,4.0,Campfire,2455953.5,27,1830,262.0,D,31.28888889,-95.23833333,5.0,USFS,TX,225,225,Houston
2012,2456144.5,218,,4.0,Campfire,,,,0.1,A,29.68888889,-94.15777778,4.0,FWS,TX,,,
2012,2456156.5,230,,4.0,Campfire,,,,0.1,A,26.25,-98.53333333,4.0,FWS,TX,,,
2012,2456194.5,268,,4.0,Campfire,2456194.5,268,,0.1,A,29.88222222,-95.58083333,4.0,FWS,TX,,,
2012,2456195.5,269,,4.0,Campfire,2456195.5,269,,0.1,A,28.89444444,-95.58222222,4.0,FWS,TX,,,
2012,2455940.5,14,1844,4.0,Campfire,2455941.5,15,1510,86.0,C,29.82205,-94.6313,14.0,MISSING/NOT SPECIFIED,TX,Chambers,071,Chambers
2012,2456089.5,163,0533,4.0,Campfire,2456089.5,163,0825,1.0,B,33.335,-94.23583333,14.0,MISSING/NOT SPECIFIED,TX,Bowie,037,Bowie
2012,2456102.5,176,1729,4.0,Campfire,2456102.5,176,1947,19.0,C,32.47815,-94.41095,14.0,MISSING/NOT SPECIFIED,TX,Harrison,203,Harrison
2012,2456151.5,225,1530,4.0,Campfire,2456152.5,226,1720,106.0,D,33.9444,-96.9421,14.0,MISSING/NOT SPECIFIED,TX,Grayson,181,Grayson
2012,2456180.5,254,1322,4.0,Campfire,2456180.5,254,1531,2.0,B,31.68208333,-95.60685,14.0,MISSING/NOT SPECIFIED,TX,Anderson,001,Anderson
2012,2456180.5,254,1655,4.0,Campfire,2456180.5,254,1753,2.0,B,33.26083333,-95.08638889,14.0,MISSING/NOT SPECIFIED,TX,Titus,449,Titus
2012,2456231.5,305,1448,4.0,Campfire,2456231.5,305,1727,1.0,B,30.06916667,-95.23222222,14.0,MISSING/NOT SPECIFIED,TX,Montgomery,339,Montgomery
2012,2456233.5,307,1557,4.0,Campfire,2456233.5,307,1705,1.0,B,30.42806667,-93.91911667,14.0,MISSING/NOT SPECIFIED,TX,Jasper,241,Jasper
2012,2456245.5,319,1838,4.0,Campfire,2456245.5,319,2010,1.0,B,33.76916667,-95.15166833,14.0,MISSING/NOT SPECIFIED,TX,Red River,387,Red River
2012,2456247.5,321,1729,4.0,Campfire,2456247.5,321,2009,4.0,B,30.32191667,-94.17705,14.0,MISSING/NOT SPECIFIED,TX,Hardin,199,Hardin
2012,2456249.5,323,1236,4.0,Campfire,2456249.5,323,1345,1.0,B,30.62921667,-93.90385,14.0,MISSING/NOT SPECIFIED,TX,Jasper,241,Jasper
2012,2456251.5,325,1302,4.0,Campfire,2456251.5,325,1302,1.0,B,30.91366667,-93.87033333,14.0,MISSING/NOT SPECIFIED,TX,Jasper,241,Jasper
2012,2456256.5,330,0645,4.0,Campfire,2456256.5,330,1008,4.0,B,33.71527778,-95.03555556,14.0,MISSING/NOT SPECIFIED,TX,Red River,387,Red River
2012,2456259.5,333,1414,4.0,Campfire,2456259.5,333,1752,7.0,B,32.40838883,-95.55283333,14.0,MISSING/NOT SPECIFIED,TX,Van Zandt,467,Van Zandt
2012,2456260.5,334,1251,4.0,Campfire,2456260.5,334,1552,3.0,B,32.34281667,-94.73426667,14.0,MISSING/NOT SPECIFIED,TX,Rusk,401,Rusk
2012,2456282.5,356,1431,4.0,Campfire,2456282.5,356,1704,2.0,B,30.16318333,-93.96511667,14.0,MISSING/NOT SPECIFIED,TX,Orange,361,Orange
2012,2455927.5,1,,4.0,Campfire,,,,5.0,B,33.107902,-96.540368,14.0,MISSING/NOT SPECIFIED,TX,Collin,085,Collin
2012,2455927.5,1,,4.0,Campfire,,,,1.0,B,32.374897,-95.154615,14.0,MISSING/NOT SPECIFIED,TX,Smith,423,Smith
2012,2455927.5,1,,4.0,Campfire,,,,7.0,B,31.5601454,-99.2861671,14.0,MISSING/NOT SPECIFIED,TX,Coleman,083,Coleman
2012,2455930.5,4,,4.0,Campfire,,,,1.0,B,32.3214409,-95.2611045,14.0,MISSING/NOT SPECIFIED,TX,Smith,423,Smith
2012,2455934.5,8,,4.0,Campfire,,,,1.0,B,30.250489,-97.933347,14.0,MISSING/NOT SPECIFIED,TX,Travis,453,Travis
2012,2455941.5,15,,4.0,Campfire,,,,0.1,A,33.779682,-97.722595,14.0,MISSING/NOT SPECIFIED,TX,Montague,337,Montague
2012,2455947.5,21,,4.0,Campfire,,,,1.0,B,31.422364,-95.605516,14.0,MISSING/NOT SPECIFIED,TX,Houston,225,Houston
2012,2455948.5,22,,4.0,Campfire,,,,0.2,A,33.204627,-98.1634,14.0,MISSING/NOT SPECIFIED,TX,Jack,237,Jack
2012,2455950.5,24,,4.0,Campfire,,,,1.0,B,31.914694,-102.214093,14.0,MISSING/NOT SPECIFIED,TX,Midland,329,Midland
2012,2455953.5,27,,4.0,Campfire,,,,2.0,B,31.61775,-97.869378,14.0,MISSING/NOT SPECIFIED,TX,Coryell,099,Coryell
2012,2455954.5,28,,4.0,Campfire,,,,1.0,B,33.028611,-97.727553,14.0,MISSING/NOT SPECIFIED,TX,Wise,497,Wise
2012,2455995.5,69,,4.0,Campfire,,,,1.0,B,33.5658732,-96.6032294,14.0,MISSING/NOT SPECIFIED,TX,Grayson,181,Grayson
2012,2456017.5,91,,4.0,Campfire,,,,0.3,B,32.889425,-96.463029,14.0,MISSING/NOT SPECIFIED,TX,Rockwall,397,Rockwall
2012,2456025.5,99,,4.0,Campfire,,,,0.1,A,30.2181893,-98.9333142,14.0,MISSING/NOT SPECIFIED,TX,Gillespie,171,Gillespie
2012,2456033.5,107,,4.0,Campfire,,,,0.01,A,29.885535,-98.253095,14.0,MISSING/NOT SPECIFIED,TX,Comal,091,Comal
2012,2456050.5,124,,4.0,Campfire,,,,0.7,B,31.91466,-106.60148,14.0,MISSING/NOT SPECIFIED,TX,El Paso,141,El Paso
2012,2456067.5,141,,4.0,Campfire,,,,0.1,A,28.426128,-99.228215,14.0,MISSING/NOT SPECIFIED,TX,La Salle,283,La Salle
2012,2456072.5,146,,4.0,Campfire,,,,1.0,B,31.832066,-96.430092,14.0,MISSING/NOT SPECIFIED,TX,Navarro,349,Navarro
2012,2456083.5,157,,4.0,Campfire,,,,0.5,B,33.410572,-95.981226,14.0,MISSING/NOT SPECIFIED,TX,Fannin,147,Fannin
2012,2456109.5,183,,4.0,Campfire,,,,0.25,A,36.068605,-102.528191,14.0,MISSING/NOT SPECIFIED,TX,Dallam,111,Dallam
2012,2456110.5,184,,4.0,Campfire,,,,1.0,B,31.434357,-97.755028,14.0,MISSING/NOT SPECIFIED,TX,Coryell,099,Coryell
2012,2456110.5,184,,4.0,Campfire,,,,0.1,A,33.067665,-96.585531,14.0,MISSING/NOT SPECIFIED,TX,Collin,085,Collin
2012,2456112.5,186,,4.0,Campfire,,,,1.0,B,33.247033,-97.602858,14.0,MISSING/NOT SPECIFIED,TX,Wise,497,Wise
2012,2456114.5,188,,4.0,Campfire,,,,1.0,B,32.5550658,-94.9613481,14.0,MISSING/NOT SPECIFIED,TX,Upshur,459,Upshur
2012,2456140.5,214,,4.0,Campfire,,,,1.0,B,31.422474,-95.59556,14.0,MISSING/NOT SPECIFIED,TX,Houston,225,Houston
2012,2456152.5,226,,4.0,Campfire,,,,3.0,B,31.992135,-94.134464,14.0,MISSING/NOT SPECIFIED,TX,Panola,365,Panola
2012,2456155.5,229,,4.0,Campfire,,,,1.0,B,32.111607,-95.400557,14.0,MISSING/NOT SPECIFIED,TX,Cherokee,073,Cherokee
2012,2456158.5,232,,4.0,Campfire,,,,0.25,A,32.0765224,-98.2362494,14.0,MISSING/NOT SPECIFIED,TX,Erath,143,Erath
2012,2456170.5,244,,4.0,Campfire,,,,1.0,B,30.557521,-96.234385,14.0,MISSING/NOT SPECIFIED,TX,Brazos,041,Brazos
2012,2456174.5,248,,4.0,Campfire,,,,1.0,B,32.7883993,-95.6364627,14.0,MISSING/NOT SPECIFIED,TX,Wood,499,Wood
2012,2456183.5,257,,4.0,Campfire,,,,1.0,B,30.9038164,-94.0196551,14.0,MISSING/NOT SPECIFIED,TX,Jasper,241,Jasper
2012,2456190.5,264,,4.0,Campfire,,,,0.5,B,32.794911,-95.6375671,14.0,MISSING/NOT SPECIFIED,TX,Wood,499,Wood
2012,2456197.5,271,,4.0,Campfire,,,,0.25,A,33.273139,-94.950027,14.0,MISSING/NOT SPECIFIED,TX,Titus,449,Titus
2012,2456198.5,272,,4.0,Campfire,,,,0.2,A,32.4328014,-94.9468161,14.0,MISSING/NOT SPECIFIED,TX,Gregg,183,Gregg
2012,2456202.5,276,,4.0,Campfire,,,,1.0,B,33.2987272,-96.4041241,14.0,MISSING/NOT SPECIFIED,TX,Collin,085,Collin
2012,2456208.5,282,,4.0,Campfire,,,,1.0,B,32.909376,-97.6200303,14.0,MISSING/NOT SPECIFIED,TX,Parker,367,Parker
2012,2456212.5,286,,4.0,Campfire,,,,0.01,A,33.898511,-98.5297558,14.0,MISSING/NOT SPECIFIED,TX,Wichita,485,Wichita
2012,2456213.5,287,,4.0,Campfire,,,,2.0,B,33.752462,-96.92791,14.0,MISSING/NOT SPECIFIED,TX,Grayson,181,Grayson
2012,2456228.5,302,,4.0,Campfire,,,,1.0,B,32.53339,-94.67126,14.0,MISSING/NOT SPECIFIED,TX,Harrison,203,Harrison
2012,2456235.5,309,,4.0,Campfire,,,,1.0,B,33.508123,-96.903019,14.0,MISSING/NOT SPECIFIED,TX,Grayson,181,Grayson
2012,2456241.5,315,,4.0,Campfire,,,,1.0,B,30.512893,-97.5761938,14.0,MISSING/NOT SPECIFIED,TX,Williamson,491,Williamson
2012,2456246.5,320,,4.0,Campfire,,,,0.1,A,32.2451522,-95.1757137,14.0,MISSING/NOT SPECIFIED,TX,Smith,423,Smith
2012,2456248.5,322,,4.0,Campfire,,,,0.01,A,30.193911,-98.602536,14.0,MISSING/NOT SPECIFIED,TX,Gillespie,171,Gillespie
2012,2456253.5,327,,4.0,Campfire,,,,25.0,C,32.744187,-96.315422,14.0,MISSING/NOT SPECIFIED,TX,Kaufman,257,Kaufman
2012,2456254.5,328,,4.0,Campfire,,,,5.0,B,33.4346249,-96.182079,14.0,MISSING/NOT SPECIFIED,TX,Fannin,147,Fannin
2012,2456255.5,329,,4.0,Campfire,,,,1.0,B,33.4341255,-96.1634117,14.0,MISSING/NOT SPECIFIED,TX,Fannin,147,Fannin
2012,2456256.5,330,,4.0,Campfire,,,,1.0,B,32.490579,-98.300428,14.0,MISSING/NOT SPECIFIED,TX,Erath,143,Erath
2012,2456269.5,343,,4.0,Campfire,,,,1.0,B,30.61565,-96.326274,14.0,MISSING/NOT SPECIFIED,TX,Brazos,041,Brazos
2012,2456271.5,345,,4.0,Campfire,,,,1.0,B,29.6648125,-98.085131,14.0,MISSING/NOT SPECIFIED,TX,Guadalupe,187,Guadalupe
2012,2456278.5,352,,4.0,Campfire,,,,2.0,B,33.4389014,-95.9457154,14.0,MISSING/NOT SPECIFIED,TX,Fannin,147,Fannin
2012,2456283.5,357,,4.0,Campfire,,,,2.5,B,33.731086,-95.6754,14.0,MISSING/NOT SPECIFIED,TX,Lamar,277,Lamar
2013,2456360.5,68,2015,4.0,Campfire,2456360.5,68,2300,1.0,B,30.55305556,-95.66,5.0,USFS,TX,471,471,Walker
2013,2456360.5,68,2015,4.0,Campfire,2456360.5,68,2300,0.5,B,30.55305556,-95.65944444,5.0,USFS,TX,471,471,Walker
2013,2456511.5,219,1200,4.0,Campfire,2456511.5,219,1500,2.3,B,30.50138889,-95.59916667,5.0,USFS,TX,339,339,Montgomery
2013,2456484.5,192,1830,4.0,Campfire,2456485.5,193,1030,0.1,A,30.48916667,-95.59916667,5.0,USFS,TX,339,339,Montgomery
2013,2456511.5,219,1200,4.0,Campfire,2456511.5,219,1500,0.1,A,30.49527778,-95.60194444,5.0,USFS,TX,339,339,Montgomery
2013,2456474.5,182,1400,4.0,Campfire,2456474.5,182,1600,0.33,B,30.53333333,-95.62416667,5.0,USFS,TX,471,471,Walker
2013,2456382.5,90,1830,4.0,Campfire,2456382.5,90,1840,0.1,A,29.480467,-101.028881,3.0,NPS,TX,,,
2013,2456551.5,259,0800,4.0,Campfire,2456551.5,259,0900,0.1,A,30.47015,-94.346603,3.0,NPS,TX,,,
2013,2456416.5,124,1800,4.0,Campfire,2456416.5,124,2300,59.2,C,35.6397,-101.6342,3.0,NPS,TX,,,
2013,2456418.5,126,1130,4.0,Campfire,2456418.5,126,1400,0.1,A,35.46407,-101.84465,3.0,NPS,TX,,,
2013,2456348.5,56,1500,4.0,Campfire,2456349.5,57,1800,10.0,C,30.5282,-98.24306,8.0,PRIVATE,TX,Burnet,053,Burnet
2013,2456306.5,14,1300,4.0,Campfire,2456308.5,16,2000,61.0,C,25.95666667,-97.14777778,4.0,FWS,TX,,,
2013,2456479.5,187,1630,4.0,Campfire,2456479.5,187,2200,6.0,B,30.67889,-98.067861,8.0,PRIVATE,TX,,,
2013,2456506.5,214,1230,4.0,Campfire,,,,0.3,B,29.65222222,-94.12194444,4.0,FWS,TX,,,
2013,2456350.5,58,1332,4.0,Campfire,2456350.5,58,1519,16.0,C,32.90101667,-94.71543333,8.0,PRIVATE,TX,Morris,343,Morris
2013,2456514.5,222,1241,4.0,Campfire,2456514.5,222,1342,1.0,B,33.137,-94.51843333,8.0,PRIVATE,TX,Cass,067,Cass
2013,2456354.5,62,1712,4.0,Campfire,2456359.5,67,1120,503.0,E,31.28063333,-97.4723,8.0,PRIVATE,TX,Bell,027,Bell
2013,2456357.5,65,1420,4.0,Campfire,2456357.5,65,1526,1.0,B,30.58658333,-95.40841667,8.0,PRIVATE,TX,Walker,471,Walker
2013,2456521.5,229,1504,4.0,Campfire,2456526.5,234,1802,2.5,B,32.84235,-94.69563333,8.0,PRIVATE,TX,Upshur,459,Upshur
2013,2456364.5,72,1405,4.0,Campfire,2456364.5,72,1519,2.0,B,31.92766667,-95.54688333,8.0,PRIVATE,TX,Anderson,001,Anderson
2013,2456550.5,258,1445,4.0,Campfire,2456551.5,259,1133,36.0,C,31.89958333,-97.23985,8.0,PRIVATE,TX,Hill,217,Hill
2013,2456479.5,187,1607,4.0,Campfire,2456479.5,187,1837,10.0,C,29.62791667,-97.28386667,8.0,PRIVATE,TX,Gonzales,177,Gonzales
2013,2456365.5,73,1600,4.0,Campfire,2456365.5,73,1735,1.5,B,30.44185,-94.2602,8.0,PRIVATE,TX,Hardin,199,Hardin
2013,2456486.5,194,1719,4.0,Campfire,2456487.5,195,1322,87.0,C,31.27163333,-97.48263333,8.0,PRIVATE,TX,Bell,027,Bell
2013,2456396.5,104,1259,4.0,Campfire,2456396.5,104,1523,1.0,B,32.41661667,-94.70905,8.0,PRIVATE,TX,Gregg,183,Gregg
2013,2456463.5,171,,4.0,Campfire,,,,3.0,B,30.501782,-97.001509,8.0,PRIVATE,TX,Lee,287,Lee
2013,2456298.5,6,,4.0,Campfire,,,,4.0,B,31.90525,-94.985733,8.0,PRIVATE,TX,Cherokee,073,Cherokee
2013,2456478.5,186,,4.0,Campfire,,,,2.0,B,32.729928,-95.533574,8.0,PRIVATE,TX,Wood,499,Wood
2013,2456349.5,57,,4.0,Campfire,,,,1.0,B,32.8931,-94.7045,8.0,PRIVATE,TX,Morris,343,Morris
2013,2456366.5,74,,4.0,Campfire,,,,1.0,B,30.1328754,-96.3157879,8.0,PRIVATE,TX,Washington,477,Washington
2013,2456524.5,232,,4.0,Campfire,,,,2.0,B,33.725974,-97.4606047,8.0,PRIVATE,TX,Cooke,097,Cooke
2013,2456525.5,233,,4.0,Campfire,,,,10.0,C,33.2704067,-97.2580666,8.0,PRIVATE,TX,Denton,121,Denton
2013,2456444.5,152,,4.0,Campfire,,,,0.1,A,33.0803815,-96.5694004,8.0,PRIVATE,TX,Collin,085,Collin
2013,2456323.5,31,,4.0,Campfire,,,,0.01,A,30.104445,-94.21051,8.0,PRIVATE,TX,Jefferson,245,Jefferson
2013,2456336.5,44,,4.0,Campfire,,,,5.0,B,32.772832,-95.642732,8.0,PRIVATE,TX,Wood,499,Wood
2013,2456366.5,74,,4.0,Campfire,,,,1.0,B,35.017156,-100.925335,8.0,PRIVATE,TX,Donley,129,Donley
2013,2456404.5,112,,4.0,Campfire,,,,1.0,B,25.931303,-97.5217525,8.0,PRIVATE,TX,Bastrop,021,Bastrop
2013,2456310.5,18,,4.0,Campfire,,,,1.0,B,32.296898,-96.9534259,8.0,PRIVATE,TX,Ellis,139,Ellis
2013,2456355.5,63,,4.0,Campfire,,,,2.0,B,32.165654,-95.4657374,8.0,PRIVATE,TX,Smith,423,Smith
2013,2456535.5,243,,4.0,Campfire,,,,1.0,B,31.7605038,-96.8841115,8.0,PRIVATE,TX,Hill,217,Hill
2013,2456419.5,127,,4.0,Campfire,,,,0.25,A,32.736895,-94.524822,8.0,PRIVATE,TX,Marion,315,Marion
2013,2456318.5,26,,4.0,Campfire,,,,0.1,A,33.24416,-97.591037,8.0,PRIVATE,TX,Wise,497,Wise
2013,2456479.5,187,,4.0,Campfire,,,,0.5,B,30.3460432,-96.5283022,8.0,PRIVATE,TX,Burleson,051,Burleson
2013,2456417.5,125,,4.0,Campfire,,,,1.0,B,28.885565,-95.369997,8.0,PRIVATE,TX,Brazoria,039,Brazoria
2013,2456306.5,14,,4.0,Campfire,,,,0.1,A,29.5843359,-97.96354,8.0,PRIVATE,TX,Guadalupe,187,Guadalupe
2013,2456339.5,47,,4.0,Campfire,,,,0.25,A,32.1977206,-98.2040823,8.0,PRIVATE,TX,Erath,143,Erath
2013,2456433.5,141,,4.0,Campfire,,,,5.0,B,36.289958,-101.300468,8.0,PRIVATE,TX,Hansford,195,Hansford
2013,2456366.5,74,,4.0,Campfire,,,,1.0,B,32.978103,-97.785272,8.0,PRIVATE,TX,Parker,367,Parker
2013,2456326.5,34,,4.0,Campfire,,,,1.0,B,32.8086167,-95.6592687,8.0,PRIVATE,TX,Wood,499,Wood
2013,2456382.5,90,,4.0,Campfire,,,,0.25,A,33.8613817,-98.6287172,8.0,PRIVATE,TX,Wichita,485,Wichita
2013,2456375.5,83,,4.0,Campfire,,,,1.0,B,33.841905,-95.539856,8.0,PRIVATE,TX,Lamar,277,Lamar
2013,2456515.5,223,,4.0,Campfire,,,,0.1,A,31.074623,-94.019923,8.0,PRIVATE,TX,Jasper,241,Jasper
2013,2456378.5,86,,4.0,Campfire,,,,80.0,C,31.13818,-96.748627,8.0,PRIVATE,TX,Falls,145,Falls
2013,2456412.5,120,,4.0,Campfire,,,,1.0,B,31.9179473,-94.6810439,8.0,PRIVATE,TX,Rusk,401,Rusk
2013,2456403.5,111,,4.0,Campfire,,,,0.01,A,31.139361,-97.702647,8.0,PRIVATE,TX,Bell,027,Bell
2013,2456366.5,74,,4.0,Campfire,,,,2.0,B,35.017155,-100.925345,8.0,PRIVATE,TX,Donley,129,Donley
2013,2456369.5,77,,4.0,Campfire,,,,2.0,B,32.440958,-94.313529,8.0,PRIVATE,TX,Marion,315,Marion
2013,2456354.5,62,,4.0,Campfire,,,,0.5,B,32.2317016,-95.8908849,8.0,PRIVATE,TX,Henderson,213,Henderson
2013,2456379.5,87,,4.0,Campfire,,,,1.0,B,33.9605982,-98.5158769,8.0,PRIVATE,TX,Wichita,485,Wichita
2013,2456477.5,185,,4.0,Campfire,,,,1.0,B,33.0246769,-96.193143,8.0,PRIVATE,TX,Hunt,231,Hunt
2013,2456431.5,139,,4.0,Campfire,,,,0.01,A,33.8697383,-98.5490424,8.0,PRIVATE,TX,Wichita,485,Wichita
2013,2456348.5,56,,4.0,Campfire,,,,0.5,B,29.881056,-98.800521,8.0,PRIVATE,TX,Kendall,259,Kendall
2013,2456479.5,187,,4.0,Campfire,,,,0.11,A,31.625487,-96.963938,8.0,PRIVATE,TX,McLennan,309,McLennan
2013,2456390.5,98,,4.0,Campfire,,,,1.0,B,30.564278,-94.187084,8.0,PRIVATE,TX,Tyler,457,Tyler
2013,2456367.5,75,,4.0,Campfire,,,,0.5,B,32.1413791,-95.3083003,8.0,PRIVATE,TX,Smith,423,Smith
2013,2456309.5,17,,4.0,Campfire,,,,1.0,B,32.892926,-94.705335,8.0,PRIVATE,TX,Morris,343,Morris
