Season,Datetime,Div,Country,League,Referee,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,PSH,PSD,PSA,B365H,B365D,B365A,LBH,LBD,LBA,BWH,BWD,BWA
2004/2005,2004-10-24 00:00:00,I1,Italy,Serie A,,Milan,Inter,0,0,D,0,0,D,,,,2.37,3.0,3.1,2.2,3.0,3.0,2.45,2.9,2.85
2004/2005,2004-10-24 00:00:00,F1,France,Le Championnat,,Lens,Marseille,0,0,D,0,0,D,,,,2.37,2.87,2.87,2.25,3.2,2.75,2.45,3.05,2.75
2004/2005,2004-10-24 00:00:00,SP2,Spain,La Liga Segunda Division,,Almeria,Valladolid,0,0,D,0,0,D,,,,2.4,2.7,3.0,2.25,2.7,3.25,2.5,2.45,3.2
2004/2005,2004-10-24 00:00:00,F1,France,Le Championnat,,Monaco,Auxerre,0,0,D,0,0,D,,,,1.72,3.2,4.5,1.73,3.2,4.33,1.85,3.2,4.0
2004/2005,2004-10-24 00:00:00,F2,France,Division 2,,Sedan,Brest,0,0,D,0,0,D,,,,2.0,2.75,4.0,1.909,2.875,4.0,2.1,2.8,3.45
2004/2005,2004-10-24 00:00:00,E0,England,Premier League,M Dean,Southampton,Birmingham,0,0,D,0,0,D,,,,2.5,3.2,2.75,2.38,3.2,2.6,2.25,3.1,3.0
2004/2005,2004-10-24 00:00:00,SP2,Spain,La Liga Segunda Division,,Murcia,Salamanca,0,0,D,0,0,D,,,,2.37,2.62,3.1,2.25,2.75,3.2,2.35,2.55,3.3
2004/2005,2004-10-24 00:00:00,SP2,Spain,La Liga Segunda Division,,Celta,Malaga B,0,0,D,0,0,D,,,,1.9,2.7,4.33,2.0,2.7,4.0,1.9,2.65,4.55
2004/2005,2004-10-23 00:00:00,E2,England,League 1,B Curson,Port Vale,Stockport,0,0,D,0,0,D,,,,1.8,3.3,4.0,1.8,3.25,3.75,1.7,3.3,4.5
2004/2005,2004-10-23 00:00:00,E2,England,League 1,R Styles,Chesterfield,Doncaster,0,0,D,0,0,D,,,,2.0,3.25,3.4,1.83,3.2,3.75,2.0,3.2,3.35
2004/2005,2004-10-23 00:00:00,SC1,Scotland,Division 1,,Falkirk,St Mirren,0,0,D,0,0,D,,,,1.8,3.5,3.5,1.73,3.5,3.75,1.75,3.5,3.8
2004/2005,2004-10-23 00:00:00,SC1,Scotland,Division 1,,Partick,Clyde,0,0,D,0,0,D,,,,2.25,3.5,2.5,2.5,3.25,2.38,2.3,3.45,2.5
2004/2005,2004-10-23 00:00:00,D1,Germany,Bundesliga 1,,Kaiserslautern,Leverkusen,0,0,D,0,0,D,,,,2.7,3.2,2.3,2.6,3.2,2.38,2.6,3.3,2.4
2004/2005,2004-10-23 00:00:00,P1,Portugal,Liga I,,Moreirense,Rio Ave,0,0,D,0,0,D,,,,2.25,3.2,2.75,,,,2.25,3.2,2.8
2004/2005,2004-10-23 00:00:00,F1,France,Le Championnat,,St Etienne,Bordeaux,0,0,D,0,0,D,,,,2.5,3.0,2.6,2.5,3.0,2.6,2.55,3.1,2.6
2004/2005,2004-10-23 00:00:00,F1,France,Le Championnat,,Istres,Lyon,0,0,D,0,0,D,,,,5.0,3.2,1.66,4.5,3.25,1.67,5.0,3.4,1.65
2004/2005,2004-10-22 00:00:00,P1,Portugal,Liga I,,Boavista,Estoril,0,0,D,0,0,D,,,,1.44,3.75,6.5,1.5,3.4,6.0,1.4,4.0,6.75
2004/2005,2004-10-22 00:00:00,F2,France,Division 2,,Dijon,Gueugnon,0,0,D,0,0,D,,,,2.25,2.7,3.25,2.25,2.75,3.2,2.55,2.85,2.65
2004/2005,2004-10-19 00:00:00,E2,England,League 1,M Warren,Oldham,Bristol City,0,0,D,0,0,D,,,,2.5,3.25,2.5,2.6,3.2,2.38,2.45,3.3,2.35
2004/2005,2004-10-18 00:00:00,F2,France,Division 2,,Grenoble,Sedan,0,0,D,0,0,D,,,,2.2,2.75,3.25,2.1,2.875,3.4,2.1,2.8,3.45
2004/2005,2004-10-17 00:00:00,G1,Greece,Ethniki Katigoria,,,,0,0,D,0,0,D,,,,,,,1.67,3.25,4.33,1.65,3.15,5.6
2004/2005,2004-10-17 00:00:00,D2,Germany,Bundesliga 2,,Cottbus,Ahlen,0,0,D,0,0,D,,,,1.66,3.4,4.33,,,,1.7,3.4,4.3
2004/2005,2004-10-17 00:00:00,I1,Italy,Serie A,,Fiorentina,Siena,0,0,D,0,0,D,,,,1.72,3.0,5.0,1.73,2.88,5.0,1.7,3.0,5.5
2004/2005,2004-10-17 00:00:00,SP2,Spain,La Liga Segunda Division,,Elche,Almeria,0,0,D,0,0,D,,,,1.83,2.87,4.33,1.8,2.88,4.5,1.85,2.75,4.55
2004/2005,2004-10-16 00:00:00,G1,Greece,Ethniki Katigoria,,,,0,0,D,0,0,D,,,,,,,1.3,4.0,9.0,1.32,4.5,8.0
2004/2005,2004-10-16 00:00:00,E0,England,Premier League,M Halsey,Birmingham,Man United,0,0,D,0,0,D,,,,5.5,3.2,1.72,4.33,3.2,1.73,4.3,3.35,1.75
2004/2005,2004-10-16 00:00:00,E3,England,League 2,S Mathieson,Grimsby,Bristol Rvs,0,0,D,0,0,D,,,,2.1,3.2,3.2,2.1,3.2,3.0,2.1,3.2,3.1
2004/2005,2004-10-16 00:00:00,E0,England,Premier League,P Crossley,West Brom,Norwich,0,0,D,0,0,D,,,,2.1,3.25,3.4,2.1,3.2,3.0,2.05,3.05,3.5
2004/2005,2004-10-16 00:00:00,E2,England,League 1,P Danson,Milton Keynes Dons,Brentford,0,0,D,0,0,D,,,,2.62,3.25,2.4,2.6,3.2,2.38,2.6,3.4,2.3
2004/2005,2004-10-09 00:00:00,E2,England,League 1,C Webster,Barnsley,Brentford,0,0,D,0,0,D,,,,2.3,3.25,2.75,2.25,3.2,2.75,2.25,3.2,2.8
2004/2005,2004-10-08 00:00:00,E3,England,League 2,A Wiley,Cheltenham,Chester,0,0,D,0,0,D,,,,2.1,3.25,3.1,2.2,3.25,2.75,2.15,3.2,3.0
2004/2005,2004-10-04 00:00:00,F2,France,Division 2,,Dijon,Reims,0,0,D,0,0,D,,,,2.0,2.6,4.0,,,,2.0,2.8,3.75
2004/2005,2004-10-03 00:00:00,F2,France,Division 2,,Chateauroux,Gueugnon,0,0,D,0,0,D,,,,2.37,2.75,3.0,,,,2.45,2.65,2.95
2004/2005,2004-10-03 00:00:00,F1,France,Le Championnat,,Metz,Sochaux,0,0,D,0,0,D,,,,2.2,3.0,3.1,2.0,3.2,3.2,2.0,3.25,3.4
2004/2005,2004-10-03 00:00:00,SP1,Spain,La Liga Primera Division,,Santander,Sevilla,0,0,D,0,0,D,,,,2.4,3.2,2.6,2.38,3.2,2.6,2.4,3.2,2.7
2004/2005,2004-10-03 00:00:00,N1,Netherlands,Eredivisie,,AZ Alkmaar,Ajax,0,0,D,0,0,D,,,,4.0,3.4,1.72,3.25,3.4,1.91,4.0,3.25,1.8
2004/2005,2004-10-03 00:00:00,I1,Italy,Serie A,,Parma,Fiorentina,0,0,D,0,0,D,,,,2.1,3.0,3.25,2.0,2.88,3.6,2.15,2.95,3.35
2004/2005,2004-10-03 00:00:00,SC0,Scotland,Premier League,C Richmond,Hearts,Livingston,0,0,D,0,0,D,,,,1.53,3.5,6.0,1.57,3.5,5.0,1.55,3.5,5.5
2004/2005,2004-10-03 00:00:00,SP2,Spain,La Liga Segunda Division,,Cadiz,Recreativo,0,0,D,0,0,D,,,,,,,2.38,2.75,3.0,2.4,2.45,3.35
2004/2005,2004-10-02 00:00:00,E3,England,League 2,P Joslin,Rushden & D,Rochdale,0,0,D,0,0,D,,,,1.8,3.3,4.0,1.91,3.4,3.25,1.9,3.2,3.65
2004/2005,2004-10-02 00:00:00,E0,England,Premier League,U Rennie,Southampton,Man City,0,0,D,0,0,D,,,,2.37,3.25,2.87,2.25,3.2,2.75,2.25,3.1,3.0
2004/2005,2004-10-02 00:00:00,E2,England,League 1,P Armstrong,Doncaster,Wrexham,0,0,D,0,0,D,,,,2.0,3.25,3.4,1.91,3.2,3.5,2.1,3.2,3.1
2004/2005,2004-10-02 00:00:00,E1,England,Championship,N Barry,Sunderland,Derby,0,0,D,0,0,D,,,,1.61,3.5,5.0,1.62,3.5,4.5,1.65,3.25,5.0
2004/2005,2004-10-02 00:00:00,E1,England,Championship,A Penn,Reading,Burnley,0,0,D,0,0,D,,,,1.61,3.5,5.0,1.67,3.25,4.5,1.6,3.5,5.0
2004/2005,2004-10-02 00:00:00,E1,England,Championship,P Crossley,Cardiff,Leeds,0,0,D,0,0,D,,,,2.3,3.25,2.75,2.5,3.2,2.5,2.5,3.2,2.5
2004/2005,2004-09-28 00:00:00,E1,England,Championship,A Penn,Watford,Wigan,0,0,D,0,0,D,,,,2.5,3.25,2.5,2.5,3.25,2.4,2.45,3.2,2.55
2004/2005,2004-09-28 00:00:00,E1,England,Championship,L Mason,Leeds,Stoke,0,0,D,0,0,D,,,,2.1,3.2,3.2,2.1,3.2,3.0,2.0,3.25,3.3
2004/2005,2004-09-27 00:00:00,F2,France,Division 2,,Gueugnon,Sedan,0,0,D,0,0,D,,,,2.2,2.8,3.2,2.0,3.0,3.4,2.2,2.8,3.2
2004/2005,2004-09-26 00:00:00,N1,Netherlands,Eredivisie,,Groningen,Nijmegen,0,0,D,0,0,D,,,,2.25,3.2,2.75,2.25,3.2,2.75,2.15,3.3,2.9
2004/2005,2004-09-26 00:00:00,N1,Netherlands,Eredivisie,,Graafschap,Twente,0,0,D,0,0,D,,,,2.5,3.1,2.5,2.38,3.25,2.5,2.45,3.2,2.55
2004/2005,2004-09-26 00:00:00,SP1,Spain,La Liga Primera Division,,Numancia,Albacete,0,0,D,0,0,D,,,,2.0,3.25,3.25,1.91,3.2,3.5,1.9,3.25,3.75
2004/2005,2004-09-26 00:00:00,I1,Italy,Serie A,,Siena,Reggina,0,0,D,0,0,D,,,,2.2,3.0,3.1,2.1,2.75,3.5,2.25,2.9,3.25
2004/2005,2004-09-26 00:00:00,I1,Italy,Serie A,,Messina,Chievo,0,0,D,0,0,D,,,,2.25,3.0,3.0,2.2,3.0,3.0,2.2,2.9,3.3
2004/2005,2004-09-26 00:00:00,SP2,Spain,La Liga Segunda Division,,Sp Gijon,Cadiz,0,0,D,0,0,D,,,,,,,1.8,2.88,4.5,1.85,2.7,4.7
2004/2005,2004-09-26 00:00:00,P1,Portugal,Liga I,,Benfica,Sp Braga,0,0,D,0,0,D,,,,1.33,4.33,7.0,,,,1.4,4.0,6.75
2004/2005,2004-09-26 00:00:00,P1,Portugal,Liga I,,Rio Ave,Sp Lisbon,0,0,D,0,0,D,,,,3.0,3.2,2.1,,,,3.3,3.25,2.0
2004/2005,2004-09-25 00:00:00,T1,Turkey,Futbol Ligi 1,,A. Sebatspor,Rizespor,0,0,D,0,0,D,,,,2.5,3.1,2.5,2.6,3.25,2.38,2.75,3.4,2.2
2004/2005,2004-09-25 00:00:00,F1,France,Le Championnat,,Lyon,Monaco,0,0,D,0,0,D,,,,2.1,3.0,3.25,2.0,3.0,3.4,1.9,3.1,3.8
2004/2005,2004-09-25 00:00:00,F1,France,Le Championnat,,Auxerre,Istres,0,0,D,0,0,D,,,,1.44,3.75,6.5,1.4,3.6,7.5,1.35,4.0,8.25
2004/2005,2004-09-25 00:00:00,N1,Netherlands,Eredivisie,,Vitesse,Den Bosch,0,0,D,0,0,D,,,,1.53,3.6,5.0,1.5,3.6,5.5,1.5,3.75,5.6
2004/2005,2004-09-25 00:00:00,E3,England,League 2,S Tanner,Leyton Orient,Boston,0,0,D,0,0,D,,,,2.0,3.25,3.4,1.91,3.25,3.4,2.0,3.2,3.35
2004/2005,2004-09-25 00:00:00,E2,England,League 1,M Atkinson,Hull,Stockport,0,0,D,0,0,D,,,,1.44,3.75,7.0,1.4,3.75,7.0,1.45,3.7,6.5
2004/2005,2004-09-24 00:00:00,F2,France,Division 2,,Le Havre,Brest,0,0,D,0,0,D,,,,2.2,2.8,3.2,2.2,3.0,3.0,2.1,2.8,3.5
2004/2005,2004-09-22 00:00:00,F2,France,Division 2,,Montpellier,Creteil,0,0,D,0,0,D,,,,1.8,2.75,5.0,1.73,2.88,5.0,1.7,2.95,5.15
2004/2005,2004-09-22 00:00:00,F2,France,Division 2,,Troyes,Amiens,0,0,D,0,0,D,,,,1.9,2.5,4.5,1.83,2.62,5.0,2.05,2.45,4.4
2004/2005,2004-09-22 00:00:00,F1,France,Le Championnat,,Caen,Strasbourg,0,0,D,0,0,D,,,,1.83,3.1,4.0,1.91,3.0,3.75,1.9,3.15,3.7
2004/2005,2004-09-22 00:00:00,I1,Italy,Serie A,,Chievo,Udinese,0,0,D,0,0,D,,,,2.3,3.0,2.87,2.38,2.88,2.8,2.35,2.85,3.1
2004/2005,2004-09-22 00:00:00,I1,Italy,Serie A,,Palermo,Fiorentina,0,0,D,0,0,D,,,,2.0,3.0,3.5,2.0,3.0,3.4,1.95,2.85,4.2
2004/2005,2004-09-22 00:00:00,SP1,Spain,La Liga Primera Division,,Albacete,Mallorca,0,0,D,0,0,D,,,,2.25,3.2,2.8,2.25,3.2,2.75,2.4,3.1,2.75
2004/2005,2004-09-22 00:00:00,SP1,Spain,La Liga Primera Division,,Villarreal,Sevilla,0,0,D,0,0,D,,,,2.2,3.2,2.87,2.1,3.2,3.0,1.95,3.3,3.5
2004/2005,2004-09-21 00:00:00,F2,France,Division 2,,Brest,Gueugnon,0,0,D,0,0,D,,,,2.0,2.75,3.5,1.91,3.0,3.75,2.15,2.75,3.4
2004/2005,2004-09-19 00:00:00,D1,Germany,Bundesliga 1,,Hertha,Stuttgart,0,0,D,0,0,D,,,,2.6,3.2,2.4,2.5,3.2,2.5,2.45,3.15,2.65
2004/2005,2004-09-19 00:00:00,E0,England,Premier League,M Riley,Chelsea,Tottenham,0,0,D,0,0,D,,,,1.5,3.6,7.5,1.5,3.4,6.0,1.5,3.6,6.25
2004/2005,2004-09-19 00:00:00,T1,Turkey,Futbol Ligi 1,,Besiktas,Galatasaray,0,0,D,0,0,D,,,,2.25,3.0,2.87,2.2,3.25,2.88,2.1,3.2,3.1
2004/2005,2004-09-19 00:00:00,T1,Turkey,Futbol Ligi 1,,Trabzonspor,Gaziantepspor,0,0,D,0,0,D,,,,1.57,3.5,5.0,1.67,3.6,4.0,1.65,3.5,4.5
2004/2005,2004-09-18 00:00:00,F1,France,Le Championnat,,Bordeaux,Rennes,0,0,D,0,0,D,,,,1.8,3.25,4.0,1.73,3.2,4.33,1.7,3.3,4.5
2004/2005,2004-09-18 00:00:00,F1,France,Le Championnat,,Lyon,Bastia,0,0,D,0,0,D,,,,1.44,3.75,6.5,1.5,3.4,6.0,1.4,3.9,7.0
2004/2005,2004-09-18 00:00:00,SP2,Spain,La Liga Segunda Division,,Ferrol,Sp Gijon,0,0,D,0,0,D,,,,2.62,2.75,2.62,2.62,2.75,2.62,2.95,2.45,2.65
2004/2005,2004-09-18 00:00:00,E3,England,League 2,M Russell,Bristol Rvs,Lincoln,0,0,D,0,0,D,,,,1.66,3.5,4.5,1.73,3.2,4.33,1.7,3.3,4.5
2004/2005,2004-09-18 00:00:00,E3,England,League 2,L Mason,Chester,Cambridge,0,0,D,0,0,D,,,,1.83,3.4,3.75,1.91,3.25,3.4,1.8,3.25,4.0
2004/2005,2004-09-18 00:00:00,E0,England,Premier League,B Knight,Norwich,Aston Villa,0,0,D,0,0,D,,,,2.75,3.2,2.5,2.6,3.2,2.38,2.75,3.2,2.35
2004/2005,2004-09-18 00:00:00,SC0,Scotland,Premier League,H Dallas,Dundee,Livingston,0,0,D,0,0,D,,,,2.1,3.25,3.2,2.0,3.2,3.2,2.0,3.2,3.35
2004/2005,2004-09-18 00:00:00,SC2,Scotland,Division 2,,Arbroath,Ayr,0,0,D,0,0,D,,,,3.75,3.6,1.72,3.0,3.4,2.0,3.6,3.45,1.8
2004/2005,2004-09-18 00:00:00,N1,Netherlands,Eredivisie,,Twente,Willem II,0,0,D,0,0,D,,,,2.1,3.2,3.0,2.0,3.2,3.2,2.0,3.35,3.2
2004/2005,2004-09-18 00:00:00,SC2,Scotland,Division 2,,Stranraer,Stirling,0,0,D,0,0,D,,,,2.25,3.5,2.5,2.2,3.5,2.62,2.3,3.45,2.5
2004/2005,2004-09-17 00:00:00,F2,France,Division 2,,Reims,Sedan,0,0,D,0,0,D,,,,2.37,2.87,2.87,2.1,2.88,3.25,2.3,2.8,3.05
2004/2005,2004-09-17 00:00:00,F2,France,Division 2,,Clermont,Montpellier,0,0,D,0,0,D,,,,2.2,2.75,3.25,2.0,2.88,3.6,2.25,2.8,3.1
2004/2005,2004-09-14 00:00:00,E1,England,Championship,P Armstrong,Wigan,Burnley,0,0,D,0,0,D,,,,1.57,3.4,5.5,1.5,3.4,6.0,1.5,3.45,6.5
2004/2005,2004-09-13 00:00:00,E0,England,Premier League,N Barry,Charlton,Southampton,0,0,D,0,0,D,,,,1.8330000000000002,3.3,4.333,1.8330000000000002,3.2,3.75,1.95,3.25,3.55
2004/2005,2004-09-13 00:00:00,D2,Germany,Bundesliga 2,,Erfurt,Munich 1860,0,0,D,0,0,D,,,,2.5,3.25,2.4,,,,2.7,3.15,2.35
2004/2005,2004-09-12 00:00:00,D2,Germany,Bundesliga 2,,Ein Trier,Greuther Furth,0,0,D,0,0,D,,,,2.375,3.1,2.625,,,,2.3,3.2,2.75
2004/2005,2004-09-12 00:00:00,D2,Germany,Bundesliga 2,,Erzgebirge Aue,Ahlen,0,0,D,0,0,D,,,,1.7269999999999999,3.2,4.333,,,,1.8,3.4,3.8
2004/2005,2004-09-12 00:00:00,SC0,Scotland,Premier League,D McDonald,Hearts,Rangers,0,0,D,0,0,D,,,,5.5,3.6,1.615,5.0,3.5,1.571,4.5,3.5,1.65
2004/2005,2004-09-12 00:00:00,I1,Italy,Serie A,,Reggina,Udinese,0,0,D,0,0,D,,,,2.6,2.875,2.6,2.5,2.875,2.625,2.7,2.9,2.55
2004/2005,2004-09-12 00:00:00,I1,Italy,Serie A,,Parma,Messina,0,0,D,0,0,D,,,,1.5330000000000001,3.4,6.0,1.444,3.5,7.0,1.55,3.25,6.5
2004/2005,2004-09-12 00:00:00,E0,England,Premier League,H Webb,Tottenham,Norwich,0,0,D,0,0,D,,,,1.571,3.5,6.5,1.571,3.5,5.0,1.5,3.55,6.5
2004/2005,2004-09-12 00:00:00,SP1,Spain,La Liga Primera Division,,Villarreal,Sociedad,0,0,D,0,0,D,,,,1.7269999999999999,3.25,4.333,1.8,3.25,3.75,1.8,3.25,4.2
2004/2005,2004-09-12 00:00:00,SP1,Spain,La Liga Primera Division,,Malaga,Zaragoza,0,0,D,0,0,D,,,,2.1,3.25,3.0,2.2,3.2,2.8,2.15,3.3,3.0
2004/2005,2004-09-11 00:00:00,I2,Italy,Serie B,,Salernitana,Treviso,0,0,D,0,0,D,,,,1.909,2.625,4.5,1.909,2.625,4.5,1.85,2.65,4.9
2004/2005,2004-09-11 00:00:00,E1,England,Championship,S Mathieson,Nott'm Forest,Cardiff,0,0,D,0,0,D,,,,1.8330000000000002,3.25,3.75,1.909,3.25,3.4,1.85,3.25,3.75
2004/2005,2004-09-11 00:00:00,F1,France,Le Championnat,,St Etienne,Nantes,0,0,D,0,0,D,,,,2.375,3.0,2.75,2.375,3.0,2.75,2.5,3.2,2.5
2004/2005,2004-09-11 00:00:00,F1,France,Le Championnat,,Metz,Bordeaux,0,0,D,0,0,D,,,,2.25,3.2,2.75,2.25,3.0,2.875,2.2,3.2,2.9
2004/2005,2004-09-11 00:00:00,E3,England,League 2,R Booth,Oxford,Rushden & D,0,0,D,0,0,D,,,,1.615,3.4,5.0,1.6669999999999998,3.25,4.5,1.65,3.4,4.75
2004/2005,2004-09-11 00:00:00,E3,England,League 2,C Oliver,Northampton,Notts County,0,0,D,0,0,D,,,,1.7269999999999999,3.5,4.0,1.8,3.25,3.75,1.8,3.3,3.9
2004/2005,2004-09-11 00:00:00,E0,England,Premier League,R Styles,Aston Villa,Chelsea,0,0,D,0,0,D,,,,4.333,3.1,1.909,3.75,3.25,1.8,3.8,3.2,1.9
2004/2005,2004-09-11 00:00:00,D1,Germany,Bundesliga 1,,Nurnberg,Hertha,0,0,D,0,0,D,,,,2.25,3.2,2.8,2.25,3.2,2.75,2.4,3.3,2.6
2004/2005,2004-09-10 00:00:00,F2,France,Division 2,,Laval,Lorient,0,0,D,0,0,D,,,,2.375,2.625,3.1,2.1,3.0,3.2,2.25,2.75,3.2
2004/2005,2004-09-05 00:00:00,SP2,Spain,La Liga Segunda Division,,Malaga B,Eibar,0,0,D,0,0,D,,,,2.4,2.6,3.1,2.5,2.875,2.625,,,
2004/2005,2004-09-05 00:00:00,SP2,Spain,La Liga Segunda Division,,Recreativo,Alaves,0,0,D,0,0,D,,,,2.2,2.62,3.5,2.2,2.625,3.5,2.1,2.5,4.05
2004/2005,2004-09-05 00:00:00,SP2,Spain,La Liga Segunda Division,,Cordoba,Pontevedra,0,0,D,0,0,D,,,,1.9,2.8,4.0,1.6669999999999998,2.875,5.5,2.0,2.6,4.2
2004/2005,2004-09-05 00:00:00,SP2,Spain,La Liga Segunda Division,,Poli Ejido,Terrassa,0,0,D,0,0,D,,,,2.3,2.75,3.1,2.25,2.625,3.4,2.25,2.45,3.7
2004/2005,2004-09-04 00:00:00,E3,England,League 2,T Parkes,Darlington,Scunthorpe,0,0,D,0,0,D,,,,2.5,3.2,2.5,2.5,3.2,2.5,2.45,3.2,2.55
2004/2005,2004-09-04 00:00:00,E3,England,League 2,D Drysdale,Notts County,Cheltenham,0,0,D,0,0,D,,,,2.0,3.25,3.25,1.91,3.25,3.4,1.95,3.25,3.4
2004/2005,2004-09-04 00:00:00,E3,England,League 2,P Melin,Bristol Rvs,Shrewsbury,0,0,D,0,0,D,,,,1.44,3.75,6.5,1.5,3.4,6.0,1.55,3.5,5.5
2004/2005,2004-09-04 00:00:00,SC1,Scotland,Division 1,,Clyde,St Mirren,0,0,D,0,0,D,,,,1.83,3.5,3.4,1.73,3.5,3.75,1.9,3.5,3.2
2004/2005,2004-08-30 00:00:00,E2,England,League 1,S Tanner,Peterboro,Blackpool,0,0,D,0,0,D,,,,1.72,3.5,4.0,1.6669999999999998,3.4,4.333,1.75,3.2,4.4
2004/2005,2004-08-30 00:00:00,E0,England,Premier League,D Gallagher,Man United,Everton,0,0,D,0,0,D,,,,1.28,5.0,10.0,1.286,4.333,9.0,1.3,4.5,9.0
2004/2005,2004-08-30 00:00:00,E3,England,League 2,M Fletcher,Rushden & D,Bristol Rvs,0,0,D,0,0,D,,,,2.6,3.2,2.4,2.4,3.25,2.5,2.5,3.2,2.5
2004/2005,2004-08-29 00:00:00,P1,Portugal,Liga I,,Moreirense,Guimaraes,0,0,D,0,0,D,,,,1.9,3.2,3.5,,,,1.85,3.25,3.75
2004/2005,2004-08-29 00:00:00,P1,Portugal,Liga I,,Estoril,Rio Ave,0,0,D,0,0,D,,,,2.25,3.2,2.75,,,,2.3,3.2,2.75
2004/2005,2004-08-29 00:00:00,D2,Germany,Bundesliga 2,,Saarbrucken,Cottbus,0,0,D,0,0,D,,,,2.75,3.0,2.375,,,,2.9,3.2,2.2
2004/2005,2004-08-28 00:00:00,E2,England,League 1,I Williamson,Torquay,Walsall,0,0,D,0,0,D,,,,2.6,3.2,2.4,2.62,3.4,2.25,2.65,3.2,2.35
2004/2005,2004-08-28 00:00:00,SC3,Scotland,Division 3,,East Fife,Stenhousemuir,0,0,D,0,0,D,,,,2.1,3.5,2.75,2.2,3.5,2.62,2.2,3.5,2.6
2004/2005,2004-08-27 00:00:00,F2,France,Division 2,,Gueugnon,Le Mans,0,0,D,0,0,D,,,,2.5,2.625,2.9,,,,2.6,2.6,2.85
2004/2005,2004-08-27 00:00:00,D2,Germany,Bundesliga 2,,Essen,Erfurt,0,0,D,0,0,D,,,,,,,,,,2.0,3.25,3.3
2004/2005,2004-08-21 00:00:00,E3,England,League 2,C Penton,Leyton Orient,Oxford,0,0,D,0,0,D,,,,2.5,3.2,2.5,2.25,3.2,2.75,2.25,3.25,2.75
2004/2005,2004-08-21 00:00:00,E3,England,League 2,I Williamson,Southend,Cambridge,0,0,D,0,0,D,,,,2.3,3.2,2.7,2.2,3.25,2.75,2.1,3.3,3.0
2004/2005,2004-08-21 00:00:00,E2,England,League 1,M Thorpe,Doncaster,Tranmere,0,0,D,0,0,D,,,,2.5,3.2,2.5,2.38,3.2,2.6,2.4,3.2,2.6
2004/2005,2004-08-21 00:00:00,F1,France,Le Championnat,,Lille,Bordeaux,0,0,D,0,0,D,,,,2.1,3.25,3.0,2.1,3.2,3.0,2.3,3.0,2.9
2004/2005,2004-08-17 00:00:00,F2,France,Division 2,,Le Havre,Clermont,0,0,D,0,0,D,,,,1.8,3.0,4.33,,,,1.7,3.0,5.0
2004/2005,2004-08-17 00:00:00,F2,France,Division 2,,Le Mans,Reims,0,0,D,0,0,D,,,,1.8,3.1,4.0,,,,1.7,3.0,5.0
2004/2005,2004-08-17 00:00:00,F2,France,Division 2,,Chateauroux,Nancy,0,0,D,0,0,D,,,,2.25,2.75,3.2,,,,2.1,2.8,3.45
2004/2005,2004-08-15 00:00:00,T1,Turkey,Futbol Ligi 1,,Konyaspor,Rizespor,0,0,D,0,0,D,,,,1.9,3.2,3.5,1.91,3.25,3.4,2.0,3.0,3.6
2004/2005,2004-08-15 00:00:00,N1,Netherlands,Eredivisie,,Groningen,Waalwijk,0,0,D,0,0,D,,,,2.1,3.25,3.0,,,,2.0,3.35,3.2
2004/2005,2004-08-14 00:00:00,SC0,Scotland,Premier League,K Toner,Hearts,Aberdeen,0,0,D,0,0,D,,,,1.57,3.75,5.0,1.57,3.5,5.0,1.65,3.25,5.0
2004/2005,2004-08-14 00:00:00,B1,Belgium,Jupiler League,,Genk,Mouscron,0,0,D,0,0,D,,,,1.8,3.25,4.0,1.67,3.25,4.5,1.85,3.35,3.65
2004/2005,2004-08-14 00:00:00,T1,Turkey,Futbol Ligi 1,,Ankaragucu,Istanbulspor,0,0,D,0,0,D,,,,1.72,3.4,4.0,1.8,3.4,3.6,1.85,3.3,3.7
2004/2005,2004-08-14 00:00:00,E1,England,Championship,G Laws,Wolves,Leeds,0,0,D,0,0,D,,,,2.1,3.2,3.2,1.83,3.2,3.75,1.95,3.2,3.5
2004/2005,2004-08-10 00:00:00,E3,England,League 2,K Woolmer,Kidderminster,Notts County,0,0,D,0,0,D,,,,2.5,3.3,2.5,2.4,3.25,2.5,2.5,3.2,2.5
2004/2005,2004-08-10 00:00:00,E1,England,Championship,C Foy,Rotherham,Burnley,0,0,D,0,0,D,,,,2.1,3.5,3.0,2.2,3.2,2.8,2.35,3.2,2.65
2004/2005,2004-08-10 00:00:00,E1,England,Championship,P Danson,Sheffield United,Stoke,0,0,D,0,0,D,,,,1.8,3.2,4.33,1.8,3.2,4.0,1.7,3.3,4.5
2004/2005,2004-08-10 00:00:00,E2,England,League 1,P Joslin,Huddersfield,Chesterfield,0,0,D,0,0,D,,,,1.8,3.4,4.0,1.67,3.4,4.33,1.7,3.3,4.5
2004/2005,2004-08-08 00:00:00,D1,Germany,Bundesliga 1,,Bielefeld,M'gladbach,0,0,D,0,0,D,,,,2.25,3.25,2.75,2.25,3.2,2.75,2.4,3.3,2.6
2004/2005,2004-08-08 00:00:00,D2,Germany,Bundesliga 2,,FC Koln,Cottbus,0,0,D,0,0,D,,,,1.8,3.25,4.0,,,,1.8,3.4,4.0
2004/2005,2004-08-07 00:00:00,D1,Germany,Bundesliga 1,,Freiburg,Hansa Rostock,0,0,D,0,0,D,,,,2.1,3.25,3.0,2.1,3.2,3.0,2.0,3.25,3.4
